Nom Prenom/types de distinctions/description 
Louis_Philippe_Dalembert/prix et distinctions littéraires/1997     Écrivain résident à Mishkenot Sha’ananim, Jérusalem. Bourse Unesco/Aschberg.
Louis_Philippe_Dalembert/prix et distinctions littéraires/1994-1995     Pensionnaire de la Villa Médicis à Rome.
Louis_Philippe_Dalembert/prix et distinctions littéraires/1998     Bourse Poncetton de la Société des Gens de Lettres, pour L’Autre face de la mer.
Louis_Philippe_Dalembert/prix et distinctions littéraires/1999     Prix RFO du Livre, pour L’Autre face de la mer.
Louis_Philippe_Dalembert/prix et distinctions littéraires/2008     Prix Casa de las Américas, pour Les dieux voyagent la nuit.
Louis_Philippe_Dalembert/prix et distinctions littéraires/2010     Chevalier des Arts et des Lettres de la France
Louis_Philippe_Dalembert/prix et distinctions littéraires/2011     Bourse Barbancourt.
Louis_Philippe_Dalembert/prix et distinctions littéraires/2013     Prix Thyde Monnier de la Société des Gens de Lettres, pour Ballade d’un amour inachevé.
Louis_Philippe_Dalembert/prix et distinctions littéraires/2017     Prix du livre France Bleu/Page des libraires, pour Avant que les ombres s’effacent.
Louis_Philippe_Dalembert/prix et distinctions littéraires/2017     Prix Orange, pour Avant que les ombres s’effacent.
Louis_Philippe_Dalembert/prix et distinctions littéraires/2019     Prix de la langue française (de l’Académie française et la ville de Brive), pour Mur Méditerranée.
Lyonel_Trouillot/prix et distinctions littéraires/2002     Prix Gouverneur de la Rosée du Livre et de la Littérature, Ministère de la Culture, Haïti, pour « Les Vendredis Littéraires ».
Lyonel_Trouillot/prix et distinctions littéraires/2005     Prix TSR du roman (Télévision Suisse Romande), pour Bicentenaire.
Lyonel_Trouillot/prix et distinctions littéraires/2005     Prix Louis-Guilloux, pour Bicentenaire.
Lyonel_Trouillot/prix et distinctions littéraires/2006     Prix des Amériques insulaires et de la Guyane (ex æquo), pour Bicentenaire.
Lyonel_Trouillot/prix et distinctions littéraires/2009     Prix Wepler-Fondation La Poste, pour Yanvalou pour Charlie.
Lyonel_Trouillot/prix et distinctions littéraires/2010     Chevalier des Arts et des Lettres de la France.
Lyonel_Trouillot/prix et distinctions littéraires/2011     Le Grand Prix du roman métis, pour La belle amour humaine.
Lyonel_Trouillot/prix et distinctions littéraires/2011     Prix Gitanjali, pour La belle amour humaine.
Lyonel_Trouillot/prix et distinctions littéraires/2013     Prix Carbet de la Caraïbe et du Tout-Monde, pour Parabole du failli.
Makenzy_Orcel/prix et distinctions littéraires/2012    Prix Thyde Monnier de la Société des Gens de Lettres, pour Les Immortelles.
Makenzy_Orcel/prix et distinctions littéraires/2016    Prix Éthophile, pour L’Ombre animale.
Makenzy_Orcel/prix et distinctions littéraires/2016    Prix Louis-Guillout, pour L’Ombre animale.
Makenzy_Orcel/prix et distinctions littéraires/2016    Prix Littéraire des Caraïbes de l’ADELF, pour L’Ombre animale.
Makenzy_Orcel/prix et distinctions littéraires/2016    Prix Littérature-Monde, pour L’Ombre animale.
Marie_Alice_Theard/prix et distinctions/1999     Prix de l’Éditeur de l’année, International Writers Association (IWA).
Marie_Alice_Theard/prix et distinctions/2000     Woman of the Year, American Biographical Institute.
Marie_Celie_Agnant/distinctions littéraires/1995     Finaliste, prix littéraire Desjardins, pour La Dot de Sara.
Marie_Celie_Agnant/distinctions littéraires/1997     Finaliste, prix du Gouverneur Général, pour Le Silence comme le sang.
Marie_Celie_Agnant/distinctions littéraires/2007     Prix Gros Sel Grands Enfants (Bruxelles), pour La légende du poisson amoureux.
Marie_Celie_Agnant/distinctions littéraires/2014     Prix de création en prose de la Société de développement des périodiques culturels (SODEP), pour « Sofialorène, si loin de la délivrance ».
Marie_Celie_Agnant/distinctions littéraires/2017     Prix Alain-Grandbois de l’Académie des lettres du Québec, pour Femmes des terres brûlées.
Marie_Therese_Colimon_Hall/prix et distinctions littéraires/1975     Prix littéraire France-Haïti, pour Fils de misère.
Marie_Therese_Colimon_Hall/prix et distinctions littéraires/Depuis la création du Prix Littéraire Henri Deschamps en 1975, Marie-Thérèse Colimon Hall est membre (et souvent présidente) du Jury, jusqu’à son décès en 1997.
Marie_Vieux_Chauvet/distinctions littéraires/1954     Prix de l’Alliance Française, pour Fille d’Haïti.
Marie_Vieux_Chauvet/distinctions littéraires/1960     Prix France-Antilles, pour Fonds des Nègres.
Marie_Vieux_Chauvet/distinctions littéraires/1986     Prix Deschamps (à titre posthume), pour Amour, colère et folie.
Michel_Monnin/prix et distinctions littéraires/1985     Prix Henri Deschamps, pour Manès Descollines.
Mimi_Barthelemy/prix et distinctions littéraires/1992    Prix Arletty de l’Universalité de la Langue Française.
Mimi_Barthelemy/prix et distinctions littéraires/1997    Présidente du jury du conte aux 3èmes Jeux de la Francophonie, Madagascar.
Mimi_Barthelemy/prix et distinctions littéraires/1999    Becker d’Or, 3ème Festival de la Francophonie.
Mimi_Barthelemy/prix et distinctions littéraires/1999    Présidente du Grand Prix de Conteurs 1999, maison du Conte de Chevilly-Larue.
Mimi_Barthelemy/prix et distinctions littéraires/2000    Chevalier de l’Ordre National du Mérite.
Mimi_Barthelemy/prix et distinctions littéraires/2011    Chevalier de la Légion d’Honneur.
Mimi_Barthelemy/prix et distinctions littéraires/2017    Prix du livre audio France Culture (jeunesse), pour Ma beauté affronte le diable.
Mona_Guerin/prix et distinctions littéraires/1983     Chevalier de l’Ordre des Palmes académiques du Gouvernement Français.
Mona_Guerin/prix et distinctions littéraires/1999     Prix Littéraire des Caraïbes de l’ADELF, pour Mi-figue, mi-raisin.
Mona_Guerin/prix et distinctions littéraires/2002     Docteur Honoris Causa, Université Royale d’Haïti et la République d’Haïti.
Nehemy_Pierre_Dahomey/prix et distinctions littéraires/2017     Prix Révélation de la Société des Gens de Lettres (SGDL), pour Rapatriés.
Nehemy_Pierre_Dahomey/prix et distinctions littéraires/2018     Prix Carbet des lycéens, pour Rapatriés.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/1981     Prix du Ministère de l’Éducation Nationale, pour Anita et Virginie de l’île Maurice.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/1993     Award du Boston Konbit clinic, 23 May 1993.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2002     Docteur Honoris Causa, Université Royale d’Haïti, 7 décembre 2002.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2002     Éducatrice de l’année, par Phoenixgroup.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2005     Honneur de Mérite du Collectif Féminin Haïtien pour la Participation des Femmes (Fanm Ya La) et la Fédération Claire Heureuse Félicité Bonheur Dessalines (FF).
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2005     Outstanding Service Award, Haitian Studies Association, Boston, 15 octobre 2005.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2006     Education and Civicism Award, Foundation Hope for Haiti, Inc., Miami, 22 avril 2006. 
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2006     Diplôme venant du cœur, « Chevalier de l’ordre des mega-citoyens » des Éditions Deschamps à : « Notre Odette nationale. Notre « Kòk batay« . Notre maman à tous », 22 juin 2006.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2006     Honneur et Remerciements de l’Association des paysans de Vallue (APV) à Odette Roy Fombrun, pour son apport dans le domaine de l’Éducation civique en Haïti, 7 décembre 2006.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2007     Honneur et Mérite à Odette Roy Fombrun par le Club BPW de Port-au-Prince, pour son dévouement et sa contribution à l’évolution de la femme haïtienne, 13 juin 2007.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2007     Ministère de l’Éducation nationale : Honneur et mérite pour ses 68 ans de carrière au service de l’Éducation en Haïti et sa contribution au développement du secteur, 5 août 2007.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2008     United Nations Artists Award to the Haitians Pioneer Success, 23 mars 2008.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2008     Honneur et Mérite sont décernés à l’écrivain Odette Roy Fombrun pour avoir contribué à l’enrichissement du savoir à l’Institut La Source.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2008     Hommage de l’école Le Gédéon, 16 mai 2008.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2008     Femmes cadres en action. Hommage en action à Odette Roy Fombrun, qui ne cesse de se sacrifier pour la société haïtienne, juillet 2008.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2009     Désignée « Trésor national vivant » (avec Georges Corvington et Yole Dérose), par la Fondation Françoise Canez Auguste et Image et Marketing S.A. (Haïti), 10 janvier 2009.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2012     Honneur et Mérite au grade Chevalier, par le Président de la République J. Michel Martelly, pour sa haute contribution à l’enseignement et son engagement au Konbitisme.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2014     Certificat de Mérite Civique du Ministère de la Jeunesse, des Sports et de l’Action civique, pour son travail dans les domaines de la culture et du développement du pays.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2014     Choisie membre de l’Académie du Créole haïtien à sa fondation.
Odette_Roy_Fombrun/prix et distinctions sélectionnés/2017     Invitée d’honneur à Livres en folie, Haïti.
Paulette_Poujol_Oriol/prix et distinctions littéraires/1980     Prix Henri Deschamps, pour Le Creuset.
Paulette_Poujol_Oriol/prix et distinctions littéraires/1988     Prix de la Meilleure Nouvelle (RFI-Le Monde), pour « La Fleur rouge ».
Paulette_Poujol_Oriol/prix et distinctions littéraires/1995     Troisième Prix Jacques-Stephen Alexis, pour la nouvelle « Madan Marié ».
Paulette_Poujol_Oriol/prix et distinctions littéraires/2001     Prix Gouverneur de la Rosée du Livre et de la Littérature, Ministère de la Culture, Haïti.
Paul_Laraque/distinction littéraire/1979     Prix Casa de las Américas pour Les armes quotidiennes / Poésie quotidienne.
Philippe_Thoby_Marcelin/prix littéraire/1943    Prix du roman de l’Amérique latine, pour Canapé-Vert…
Pierre_Clitandre/prix et distinctions littéraires/2015     Bourse Barbancourt.
Rene_Depestre/distinctions littéraires/1982     Bourse Goncourt de la nouvelle, pour Alléluia pour une femme-jardin.
Rene_Depestre/distinctions littéraires/1988, pour Hadriana dans tous mes rêves:Prix Théophraste Renaudot.Prix du roman de la Société des Gens de Lettres (Paris).Prix Antigone de la Ville de Montpellier.Prix du Roman de l’Académie royale de langue et de littératurefrançaises de Belgique (Bruxelles).
Rene_Depestre/distinctions littéraires/Prix Théophraste Renaudot.
Rene_Depestre/distinctions littéraires/Prix du roman de la Société des Gens de Lettres (Paris).
Rene_Depestre/distinctions littéraires/Prix Antigone de la Ville de Montpellier.
Rene_Depestre/distinctions littéraires/Prix du Roman de l’Académie royale de langue et de littératurefrançaises de Belgique (Bruxelles).
Rene_Depestre/distinctions littéraires/1991     Prix Tchicaya U’Tamsi de la poésie africaine, pour l’ensemble de ses travaux (Asilah, Maroc).
Rene_Depestre/distinctions littéraires/1993     Prix Guillaume Apollinaire de poésie, pour Anthologie personnelle (Editions Actes Sud, Arles).
Rene_Depestre/distinctions littéraires/1995     Lauréat de la John Simon Guggenheim Memorial Foundation.
Rene_Depestre/distinctions littéraires/1996     Année sabbatique du Centre National du Livre (Paris).
Rene_Depestre/distinctions littéraires/1996     Premio Grizane Cavour, pour L’Albero della Cuccagna, la version italienne du Mât de cocagne.
Rene_Depestre/distinctions littéraires/1998     Grand Prix de Poésie de l’Académie Française, pour l’ensemble de son oeuvre.
Rene_Depestre/distinctions littéraires/1998     Prix Carbet de la Caraïbe, pour l’ensemble de ses travaux.
Rene_Depestre/distinctions littéraires/2008     Certificat d’Honneur Maurice Cagnon du Conseil International d’Études Francophones (CIEF).
Rene_Depestre/distinctions littéraires/2016     Grand Prix de Littérature de la SGDL, pour l’ensemble de son oeuvre.
Rene_Philoctete/prix et distinctions littéraires/1970     Premier prix du concours des Éditions de l’an 2000, pour Le huitième jour.
Rene_Philoctete/prix et distinctions littéraires/1999     Hommage à René Philoctète, Bibliothèque Monique Calixte, FOKAL, Port-au-Prince.
Robert_Berrouet_Oriol/prix et distinctions littéraires/2010     Prix du livre insulaire de Ouessant (poésie), pour Poème du décours.
Robert_Berrouet_Oriol/prix et distinctions littéraires/2010     Finaliste du Prix du Carbet et du Tout-Monde, pour Poème du décours.
Robert_Berrouet_Oriol/prix et distinctions littéraires/2012     Membre du Jury du Prix de poésie du Gouverneur général du Canada (section poésie).
Rodney_Saint_Eloi/distinctions littéraires/1997    Mention spéciale de la revue Vwa, Chaux de fond, Suisse.
Rodney_Saint_Eloi/distinctions littéraires/2000    Prix littéraire de la ville de Saint-Louis du Nord, Port-de-Paix, Haïti.
Rodney_Saint_Eloi/distinctions littéraires/2001    Prix Gouverneur de la Rosée du Livre et de la Littérature, Ministère de la Culture, Haïti, pour les Éditions Mémoire.
Rodney_Saint_Eloi/distinctions littéraires/2015    Élu membre de l’Académie des Lettres du Québec.
Roland_Paret/prix et distinctions littéraires et au cinéma/1985     Prix du scénario de l’Agence de Coopération Culturelle et Technique (ACCT) pour Ikor, scénario inédit.
Roland_Paret/prix et distinctions littéraires et au cinéma/1986     Première mention spéciale (vidéo d’art) au troisième Festival International du Film sur l’Art (FIFA), pour Abakanowicz.
Roland_Paret/prix et distinctions littéraires et au cinéma/2000     Boursier du Conseil des Arts du Québec.
Roland_Paret/prix et distinctions littéraires et au cinéma/2003     Prix Gouverneur de la Rosée du Livre et de la Littérature, Ministère de la culture, Haïti, pour son œuvre artistique.
Roland_Paret/prix et distinctions littéraires et au cinéma/2005     Boursier du Conseil des Arts du Canada.
Roussan_Camille/distinction littéraire/1961     Prix Dumarsais Estimé, pour l’ensemble de son œuvre poétique.
Roussan_Camille/distinction littéraire/2004     Prix littéraire Henri Deschamps (à titre posthume), pour l’ensemble de son œuvre poétique.
Stanley_Pean/distinctions et prix littéraires/1992    Prix littéraire de la BCP du Saguenay – Lac Saint-Jean, pour Le Tumulte de mon sang.
Stanley_Pean/distinctions et prix littéraires/1998    Prix littéraire du CRSBP du Saguenay – Lac Saint-Jean, pour L’Appel des loups.
Stanley_Pean/distinctions et prix littéraires/1999    Prix littéraire du Salon du livre du Saguenay – Lac Saint-Jean, catégorie « essai et livre pratique », pour Toute la ville en jazz.
Stanley_Pean/distinctions et prix littéraires/2000    Prix littéraire M. Christie, catégorie « meilleur roman pour les adolescents », pour Le Temps s’enfuit.
Willems_Edouard/prix et distinctions littéraires/2012     Prix du Gardien du Livre, par Le Nouvelliste.
Yanick_Lahens/prix et distinctions littéraires/2002     LiBeraturpreis, Prix du Salon du livre de Leipzig, pour La maison du père.
Yanick_Lahens/prix et distinctions littéraires/2008     Prix Millepages, pour La Couleur de l’aube.
Yanick_Lahens/prix et distinctions littéraires/2009     Prix du Livre RFO, pour La Couleur de l’aube.
Yanick_Lahens/prix et distinctions littéraires/2014     Prix littéraire des Caraïbes de l’ADELF, pour Guillaume et Nathalie.
Yanick_Lahens/prix et distinctions littéraires/2014     Prix Carbet des Lycéens, pour Guillaume et Nathalie.
Yanick_Lahens/prix et distinctions littéraires/2014     Prix Femina, pour Bain de lune.
