s
http://www.wikidata.org/entity/Q531431
http://www.wikidata.org/entity/Q3045906
http://www.wikidata.org/entity/Q3045950
http://www.wikidata.org/entity/Q3059438
http://www.wikidata.org/entity/Q3157670
http://www.wikidata.org/entity/Q3165387
http://www.wikidata.org/entity/Q3371635
http://www.wikidata.org/entity/Q12896026
http://www.wikidata.org/entity/Q12897255
http://www.wikidata.org/entity/Q3048185
http://www.wikidata.org/entity/Q3164963
http://www.wikidata.org/entity/Q3159899
http://www.wikidata.org/entity/Q16946741
http://www.wikidata.org/entity/Q18396644
http://www.wikidata.org/entity/Q953097
http://www.wikidata.org/entity/Q2959853
http://www.wikidata.org/entity/Q3173661
http://www.wikidata.org/entity/Q3481042
http://www.wikidata.org/entity/Q1363088
http://www.wikidata.org/entity/Q12889446
http://www.wikidata.org/entity/Q3132299
http://www.wikidata.org/entity/Q3147761
http://www.wikidata.org/entity/Q3292853
http://www.wikidata.org/entity/Q3438996
http://www.wikidata.org/entity/Q3709714
http://www.wikidata.org/entity/Q6169086
http://www.wikidata.org/entity/Q6317460
http://www.wikidata.org/entity/Q470492
http://www.wikidata.org/entity/Q886213
http://www.wikidata.org/entity/Q1356852
http://www.wikidata.org/entity/Q1508785
http://www.wikidata.org/entity/Q1923431
http://www.wikidata.org/entity/Q2837287
http://www.wikidata.org/entity/Q2938879
http://www.wikidata.org/entity/Q2980637
http://www.wikidata.org/entity/Q2990316
http://www.wikidata.org/entity/Q26252340
http://www.wikidata.org/entity/Q26252366
http://www.wikidata.org/entity/Q62577905
http://www.wikidata.org/entity/Q18214907
http://www.wikidata.org/entity/Q55217191
http://www.wikidata.org/entity/Q3271119
http://www.wikidata.org/entity/Q3380772
http://www.wikidata.org/entity/Q16259761
http://www.wikidata.org/entity/Q18575751
http://www.wikidata.org/entity/Q7930927
http://www.wikidata.org/entity/Q12890993
http://www.wikidata.org/entity/Q12894528
http://www.wikidata.org/entity/Q2977119
http://www.wikidata.org/entity/Q3031679
http://www.wikidata.org/entity/Q3048259
http://www.wikidata.org/entity/Q3301423
http://www.wikidata.org/entity/Q2138107
http://www.wikidata.org/entity/Q6794888
http://www.wikidata.org/entity/Q12891856
http://www.wikidata.org/entity/Q12894146
http://www.wikidata.org/entity/Q12894241
http://www.wikidata.org/entity/Q12896340
http://www.wikidata.org/entity/Q12897540
http://www.wikidata.org/entity/Q12898409
http://www.wikidata.org/entity/Q15783722
http://www.wikidata.org/entity/Q16266631
http://www.wikidata.org/entity/Q16945793
http://www.wikidata.org/entity/Q16946185
http://www.wikidata.org/entity/Q16946325
http://www.wikidata.org/entity/Q3124435
http://www.wikidata.org/entity/Q3555864
http://www.wikidata.org/entity/Q18926023
http://www.wikidata.org/entity/Q18808886
http://www.wikidata.org/entity/Q3045911
http://www.wikidata.org/entity/Q2852891
http://www.wikidata.org/entity/Q3260968
http://www.wikidata.org/entity/Q120926
http://www.wikidata.org/entity/Q121149
http://www.wikidata.org/entity/Q122906
http://www.wikidata.org/entity/Q123140
http://www.wikidata.org/entity/Q123781
http://www.wikidata.org/entity/Q124077
http://www.wikidata.org/entity/Q115805
http://www.wikidata.org/entity/Q115893
http://www.wikidata.org/entity/Q116387
http://www.wikidata.org/entity/Q116495
http://www.wikidata.org/entity/Q117370
http://www.wikidata.org/entity/Q117641
http://www.wikidata.org/entity/Q118205
http://www.wikidata.org/entity/Q118376
http://www.wikidata.org/entity/Q12571
http://www.wikidata.org/entity/Q2368727
http://www.wikidata.org/entity/Q123389
http://www.wikidata.org/entity/Q2960391
http://www.wikidata.org/entity/Q2975054
http://www.wikidata.org/entity/Q2977384
http://www.wikidata.org/entity/Q324427
http://www.wikidata.org/entity/Q430596
http://www.wikidata.org/entity/Q440528
http://www.wikidata.org/entity/Q464376
http://www.wikidata.org/entity/Q545644
http://www.wikidata.org/entity/Q633803
http://www.wikidata.org/entity/Q427872
http://www.wikidata.org/entity/Q12890350
http://www.wikidata.org/entity/Q2407572
http://www.wikidata.org/entity/Q13234
http://www.wikidata.org/entity/Q2959235
http://www.wikidata.org/entity/Q2977261
http://www.wikidata.org/entity/Q3069050
http://www.wikidata.org/entity/Q2742392
http://www.wikidata.org/entity/Q2386938
http://www.wikidata.org/entity/Q3173867
http://www.wikidata.org/entity/Q3175063
http://www.wikidata.org/entity/Q3189029
http://www.wikidata.org/entity/Q3261798
http://www.wikidata.org/entity/Q3290975
http://www.wikidata.org/entity/Q3102252
http://www.wikidata.org/entity/Q3159063
http://www.wikidata.org/entity/Q3164966
http://www.wikidata.org/entity/Q428334
http://www.wikidata.org/entity/Q6123712
http://www.wikidata.org/entity/Q3133084
http://www.wikidata.org/entity/Q4409624
http://www.wikidata.org/entity/Q3320798
http://www.wikidata.org/entity/Q3370472
http://www.wikidata.org/entity/Q3371483
http://www.wikidata.org/entity/Q3375512
http://www.wikidata.org/entity/Q3383242
http://www.wikidata.org/entity/Q3383437
http://www.wikidata.org/entity/Q3385227
http://www.wikidata.org/entity/Q3435340
http://www.wikidata.org/entity/Q5171225
http://www.wikidata.org/entity/Q18421742
http://www.wikidata.org/entity/Q3161772
http://www.wikidata.org/entity/Q17479606
http://www.wikidata.org/entity/Q7688074
http://www.wikidata.org/entity/Q9251226
http://www.wikidata.org/entity/Q20750888
http://www.wikidata.org/entity/Q16266488
http://www.wikidata.org/entity/Q14751927
http://www.wikidata.org/entity/Q15449734
http://www.wikidata.org/entity/Q15490232
http://www.wikidata.org/entity/Q15621803
http://www.wikidata.org/entity/Q15845889
http://www.wikidata.org/entity/Q3850262
http://www.wikidata.org/entity/Q23936429
http://www.wikidata.org/entity/Q25391926
http://www.wikidata.org/entity/Q27670679
http://www.wikidata.org/entity/Q41801807
http://www.wikidata.org/entity/Q15454138
http://www.wikidata.org/entity/Q66614670
http://www.wikidata.org/entity/Q23793875
http://www.wikidata.org/entity/Q54913140
http://www.wikidata.org/entity/Q55400901
http://www.wikidata.org/entity/Q55846362
http://www.wikidata.org/entity/Q56000403
http://www.wikidata.org/entity/Q56299101
http://www.wikidata.org/entity/Q57313216
http://www.wikidata.org/entity/Q94900838
