ID_dataset;etat_civil;nom;prenoms;sexe_genre;spla_pro;ile_en_ile;date_naissance;annee_naissance;lieu_naissance;pays_naissance;date_deces;annee_deces;lieu_deces;pays_deces;pays_nationalite-1;pays_nationalite-2;nationalite;profession_1;profession_2;profession_3;langue_1;langue_2;ORCID;Wiki;ISNI;VIAF;website;wikipage_en;len_wiki_en;wikipage_fr;len_wiki_fr;wikipage_ht;len_wiki_ht
16_WIKI;Jean-Claude Bajeux;Bajeux;Jean-Claude;m;;;17/09/1931;1931;Port-au-Prince;Haïti;05/08/2011;2011;Port-au-Prince;Haïti;Haïti;;haïtienne;militant;enseignant;écrivain;Français;;;Q6169086;0000 0000 5511 6239;55290165;#N/A;https://en.wikipedia.org/wiki/Jean-Claude_Bajeux;13483;https://fr.wikipedia.org/wiki/Jean-Claude_Bajeux;7730;https://ht.wikipedia.org/wiki/Jean-Claude_Bajeux;1284
17_AU;Barthélémy Mimi;Barthélémy;Mimi;f;;barthelemy;03/05/1939;1939;Port-au-Prince;Haïti;27/04/2013;2013;Paris;France;Haïti;France;franco-haïtienne;écrivain;romancier;acteur;Français;;;Q16266631;0000 0001 2122 3252;17257872;#N/A;https://en.wikipedia.org/wiki/Mimi_Barth%C3%A9l%C3%A9my;3441;https://fr.wikipedia.org/wiki/Mimi_Barth%C3%A9l%C3%A9my;5485;https://ht.wikipedia.org/wiki/Mimi_Barth%C3%A9l%C3%A9my;7116
18_AU;Barthélémy Elodie;Barthélémy;Elodie;f;elodie-barthelemy.4122;;;1965;;;;;;;Haïti;France;franco-haïtienne;universitaire;;;Français;;;Q103944741;0000 0000 7362 3867;44434558;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
19_AU;Bastien Barbara;Bastien;Barbara;f;barbara-bastien.39632;;;1979;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;universitaire;;;Français;;0000-0003-3446-894X;Q88413613;0000 0000 7252 6635 ;101031643;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
20_AU;Batraville Frantz Dominique;Batraville;Frantz Dominique;m;frantz-dominique-batraville.9813;batraville;20/02/1962;1962;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;journaliste;poète;Français;;;Q16029082;0000 0000 7990 2234;34700403;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Dominique_Batraville;3912;https://ht.wikipedia.org/wiki/Dominique_Batraville;2811
21_AU;Beaugé-Rosier Jacqueline;Beaugé-Rosier;Jacqueline;f;jacqueline-beauge-rosier.14056;beauge-rosier;07/02/1932;1932;Jérémie;Haïti;28/07/2016;2016;Ottawa;Canada;Haïti;Canada;canado-haïtienne;poète;écrivain;;Français;;;Q3157670;0000 0001 1438 1092;13423245;#N/A;https://en.wikipedia.org/wiki/Jacqueline_Beaug%C3%A9-Rosier;3206;https://fr.wikipedia.org/wiki/Jacqueline_Beaug%C3%A9-Rosier;3944;https://ht.wikipedia.org/wiki/Jacqueline_Beaug%C3%A9-Rosier;910
22_AU;Belin Biais Maggy;Belin Biais;Maggy;f;;belin;08/04/1950;1950;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q79392218;0000 0004 6358 6520;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
23_AU;Bellerice Jules Emmanuel;Bellerice;Jules Emmanuel;m;jules-emmanuel-bellerice.40586;;;1978;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q12892188;0000 0000 4515 3781;1845443;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jules_Bellerice;789
24_AU;Benjamin Franz;Benjamin;Franz;m;franz-benjamin.7348;benjamin;01/01/1968;1968;Port-au-Prince;Haïti;;;;;Haïti;Canada;canado-haïtienne;écrivain;;;Français;;;Q12890785;0000 0000 7370 9273;69253640;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Franz_Benjamin;1714
25_AU;Berrouët-Oriol Robert M.;Berrouët-Oriol;Robert M.;m;robert-m-berrouet-oriol.49492;berrouet-oriol;;1951;;;;;;;Haïti;Canada;canado-haïtienne;universitaire;;;Français;;;Q55217164;0000 0000 7390 2620;1624364;https://sites.google.com/site/berroueetoriol/;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
26_AU;Binette Christie;Binette;Christie;f;christie-binette.40488;;;1992;;;;;;;Haïti;;haïtienne;romancier;;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
27_AU;Bloncourt Gérald;Bloncourt;Gérald;m;gerald-bloncourt.5362;bloncourt;04/11/1926;1926;Bainet;Haïti;29/10/2018;2018;Paris;France;Haïti;France;franco-haïtienne;photographe;journaliste;;Français;;;Q3123601;0000 0001 1466 181X;2710821;http://www.bloncourt.net/;https://en.wikipedia.org/wiki/G%C3%A9rald_Bloncourt;1932;https://fr.wikipedia.org/wiki/G%C3%A9rald_Bloncourt;11209;https://ht.wikipedia.org/wiki/G%C3%A9rald_Bloncourt;1319
28_AU;Bogart Jeanie;Bogart;Jeanie;f;jeanie-bogart.32106;bogart;;1970;;;;;;;Haïti;;haïtienne;poète;;;Français;;;Q55217166;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
29_AU;Bouchotte Giscard;Bouchotte;Giscard;m;giscard-bouchotte.6939;;;;;;;;;;Haïti;;haïtienne;journaliste;;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
30_AU;Bourjolly Jean-Marie;Bourjolly;Jean-Marie;m;jean-marie-bourjolly.14061;bourjolly;28/09/1947;1947;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q12891871;0000 0000 7385 6062;31392194;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jean-Marie_Bourjolly;685
31_AU;Brax Jean-Pierre;Brax;Jean-Pierre;m;;;04/02/1957;1957;Port-au-Prince;Haïti;;;;;Haïti;France;franco-haïtienne;écrivain;;;Français;;;Q16946633;0000 0003 7393 4931;33651270;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jean-Pierre_Brax;9665
32_AU;Buriez Emmanuel;Buriez;Emmanuel;m;emmanuel-buriez.37660;;01/01/1987;1987;Delmas;Haïti;;;;;Haïti;France;franco-haïtienne;acteur;réalisateur;;Français;;;Q39738159;;;http://www.emmanuelburiez.book.fr;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Emmanuel_Buriez;2749
33_WIKI;Maurice Cadet;Cadet;Maurice;m;;;20/06/1933;1933;Jacmel;Haïti;29/05/2020;2020;;;Haïti;;haïtienne;écrivain;;;Français;;;Q18396644;0000 0000 7363 841X;5100760;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Maurice_Cadet;6082;https://ht.wikipedia.org/wiki/Maurice_Cadet;4407
34_AU;Calvin Jean-Max;Calvin;Jean-Max;m;;calvin;01/06/1945;1945;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q16946629;0000 0000 4516 3146;1857513;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jean-Max_Calvin;793
35_AU;Caplife Charles Edward;Caplife;Charles Edward;m;charles-edward-caplife.6256;;01/01/1960;1960;Cap-Haïtien;Haïti;;;;;Haïti;France;franco-haïtienne;écrivain;;;Français;;;Q12888836;0000 0000 0323 2908;32243099;http://caplife.free.fr;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Charles_Edward_Caplife;1072
36_AU;Carly Frantz;Carly;Frantz;m;frantz-carly.43366;;;;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;;0000 0000 5361 8155;7044114;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
37_AU;Castera Georges;Castera;Georges;m;georges-castera.8063;castera;27/12/1936;1936;Port-au-Prince;Haïti;24/01/2020;2020;Pétion-Ville;Haïti;Haïti;;haïtienne;écrivain;poète;;Français;;;Q12890993;0000 0000 7361 1225;7456457;#N/A;https://en.wikipedia.org/wiki/Georges_Castera;2669;https://fr.wikipedia.org/wiki/Georges_Castera;16949;https://ht.wikipedia.org/wiki/Georges_Castera;3310
38_AU;Cavé Syto;Cavé;Syto;m;syto-cave.14124;cave;07/08/1944;1944;Jérémie;Haïti;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q18642641;0000 0000 7418 5440;73399131;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Syto_Cav%C3%A9;2519
39_AU;Cazanove Michele;Cazanove;Michele;f;;;;1947;;;;;;;Haïti;France;franco-haïtienne;poète;romancier;;Français;;;;;19701838;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
40_AU;Célestin-Mégie Emile;Célestin-Mégie;Emile;m;emile-celestin-megie.35088;;16/10/1922;1922;Marigot;Haïti;06/07/2018;2018;;;Haïti;;haïtienne;écrivain;;;Français;;;Q12890350;0000 0000 7829 4425;39386065;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/%C3%89mile_C%C3%A9lestin-M%C3%A9gie;3871;https://ht.wikipedia.org/wiki/%C3%89mile_C%C3%A9lestin-M%C3%A9gie;1646
41_AU;Chalmers Mehdi;Chalmers;Mehdi;m;mehdi-chalmers.39515;;;;;;;;;;Haïti;France;franco-haïtienne;bibliothécaire;;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
42_AU;Chancy Myriam J.A.;Chancy;Myriam J.A.;f;;chancy;01/01/1970;1970;Port-au-Prince;Haïti;;;;;Haïti;Canada;canado-haïtienne;poète;écrivain;;Français;;;Q18631149;;119158299;#N/A;https://en.wikipedia.org/wiki/Myriam_J._A._Chancy;5868;#N/A;#N/A;#N/A;#N/A
43_AU;Charles Jean-Claude;Charles;Jean-Claude;m;jean-claude-charles.14074;charles_jean-claude;20/10/1949;1949;Port-au-Prince;Haïti;07/05/2008;2008;Paris;France;Haïti;France;franco-haïtienne;écrivain;;;Français;;;Q12891856;0000 0000 7360 0761;57241477;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jean-Claude_Charles;812
44_AU;Charles Christophe Philippe;Charles;Christophe Philippe;m;christophe-philippe-charles-christopheles.14073;charles_christophe;01/04/1951;1951;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;journaliste;éditeur;poète;Français;;;Q5111758;0000 0000 8399 8398;91292494;#N/A;https://en.wikipedia.org/wiki/Christophe_Charles;1591;https://fr.wikipedia.org/wiki/Christophe_Philippe_Charles;4837;https://ht.wikipedia.org/wiki/Christophe_Charles;3550
46_AU;Charles Wébert;Charles;Wébert;m;webert-charles.39867;;24/10/1988;1988;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;poète;;Français;;;;0000 0001 4045 3440;184199966;http://lelivre.mondoblog.org;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
45_AU;Charles Fabian;Charles;Fabian;m;fabian-charles.31432;;12/04/1968;1968;;;;;;;Haïti;;haïtienne;poète;;;Français;;;;;199365045;http://fabiancharles.blogspot.fr;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
47_AU;Chassagne Raymond;Chassagne;Raymond;m;raymond-chassagne.14075;chassagne;13/02/1924;1924;Jérémie;Haïti;27/05/2013;2013;Longueuil;Canada;Haïti;Canada;canado-haïtienne;écrivain;poète;universitaire;Français;;;Q12896026;0000 0000 3564 7112;36959969;#N/A;https://en.wikipedia.org/wiki/Raymond_Chassagne;1628;https://fr.wikipedia.org/wiki/Raymond_Chassagne;4348;https://ht.wikipedia.org/wiki/Raymond_Chassagne;1170
48_AU;Chavenet Anaïse;Chavenet;Anaïse;f;anaise-chavenet.44780;;;1959;Jérémie;Haïti;;;;;Haïti;;haïtienne;journaliste;écrivain;;Français;;;;0000 0000 3391 9700;58368568;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
49_AU;Chenet Gérard;Chenet;Gérard;m;gerard-chenet.16720;chenet;14/04/1927;1927;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q11973505;0000 0000 4066 2683;29531822;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
50_AU;Chery Romel;Chery;Romel;m;romel-chery.12826;;;1954;;Haïti;;;;;Haïti;Canada;canado-haïtienne;écrivain;;;Français;;;Q20562029;0000 0003 7445 6724;11892751;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Romel_Chery;718
51_AU;Clitandre Pierre;Clitandre;Pierre;m;pierre-clitandre.14078;clitandre;20/03/1954;1954;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q18555690;0000 0001 1452 2975;94470563;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Pierre_Clitandre;2228
52_AU;Clorméus Lewis Ampidu ;Clorméus;Lewis Ampidu ;m;lewis-ampidu-clormeus.44901;;;1981;;;;;;;Haïti;;haïtienne;universitaire;;;Français;;;;0000 0004 1994 0721;305322777;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
53_AU;Cocks Georges;Cocks;Georges;m;;;23/04/1975;1975;Saint-Martin;Guadeloupe;;;;;Guadeloupe;;française;écrivain;poète;dramaturge;Français;;;Q3102491;0000 0004 6413 2782;;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Georges_Cocks;6154;https://ht.wikipedia.org/wiki/Georges_Cocks;1798
54_AU;Constant Marcien;Constant;Marcien;m;marcien-constant.49446;;29/05/1956;1956;Camp-Perrin;Haïti;;;;;Haïti;Canada;canado-haïtienne;dramaturge;poète;;Français;;;;0000 0004 5182 1415 ;317018594;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
56_AU;Constant Joëlle;Constant;Joëlle;f;joelle-constant.49445;;;1955;Camp-Perrin;Haïti;;;;;Haïti;;haïtienne;universitaire;;;Français;;0000-0002-3719-4609;Q91207438;0000 0004 5174 7710;317010468;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
55_AU;Constant Jean André;Constant;Jean André;m;jean-andre-constant.14085;constant;01/01/1968;1968;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q12891886;0000 0000 4726 2607;66266233;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jean_Andr%C3%A9_Constant;885
57_AU;Dabel Verly;Dabel;Verly;m;verly-dabel.32108;dabel;01/01/1964;1964;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q18084484;0000 0000 6655 5755;92103925;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Verly_Dabel;2179
58_AU;Dalembert Louis-Philippe;Dalembert;Louis-Philippe;m;louis-philippe-dalembert.5052;dalembert;08/12/1962;1962;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;romancier;poète;écrivain;Créole;;;Q1315386;0000 0001 2141 3304;80256725;#N/A;https://en.wikipedia.org/wiki/Louis-Philippe_Dalembert;7814;https://fr.wikipedia.org/wiki/Louis-Philippe_Dalembert;10839;https://ht.wikipedia.org/wiki/Louis-Philippe_Dalembert;7983
59_AU;D'Amérique Jean;D'Amérique;Jean;m;jean-d-amerique.35672;amerique;01/12/1994;1994;Côtes-de-Fer;Haïti;;;;;Haïti;;haïtienne;poète;écrivain;;Français;;;Q47087234;;;https://www.facebook.com/jeandamerique;#N/A;#N/A;https://fr.wikipedia.org/wiki/Jean_D%27Am%C3%A9rique;6339;#N/A;#N/A
60_AU;Damus Obrillant;Damus;Obrillant;m;obrillant-damus.49594;;;;;;;;;;Haïti;;haïtienne;universitaire;écrivain;;Français;;;;0000 0001 1883 0502;160745557;http://obrillantetHaïti.blog.youphil.com;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
61_AU;Danticat Edwidge;Danticat;Edwidge;f;edwige-danticat.4217;danticat;19/01/1969;1969;Port-au-Prince;Haïti;;;;;Haïti;États-Unis;américano-haïtienne;écrivain;romancier;;Anglais;;;Q450346;0000 0001 1051 509X;32104515;#N/A;https://en.wikipedia.org/wiki/Edwidge_Danticat;31591;https://fr.wikipedia.org/wiki/Edwidge_Danticat;6676;https://ht.wikipedia.org/wiki/Edwidge_Danticat;1157
62_AU;Davertige Villard Denis;Davertige;Villard Denis;m;davertige.14086;davertige;02/12/1940;1940;Port-au-Prince;Haïti;25/07/2004;2004;Montreal;Canada;Haïti;Canada;canado-haïtienne;poète;peintre;;Français;;;Q7930927;0000 0000 7981 4795;3558664;#N/A;https://en.wikipedia.org/wiki/Villard_Denis;1898;#N/A;#N/A;https://ht.wikipedia.org/wiki/Davertige;823
63_WIKI;Kern Delince;Delince;Kern;m;;;27/11/1923;1923;Jacmel;Haïti;30/12/2016;2016;New York City;États-Unis;Haïti;États-Unis;américano-haïtienne;écrivain;;;Français;;;Q16946741;0000 0000 6642 3285;91894167;#N/A;https://en.wikipedia.org/wiki/Kern_Delince;9642;#N/A;#N/A;https://ht.wikipedia.org/wiki/Kern_Delince;795
64_AU;Depestre René;Depestre;René;m;rene-depestre.5711;depestre;29/08/1926;1926;Jacmel;Haïti;;;;;Haïti;;haïtienne;poète;écrivain;essayiste;Français;;;Q59581;0000 0001 2283 0978;94345085;#N/A;https://en.wikipedia.org/wiki/Ren%C3%A9_Depestre;15223;https://fr.wikipedia.org/wiki/Ren%C3%A9_Depestre;18853;https://ht.wikipedia.org/wiki/Ren%C3%A9_Depestre;3657
65_AU;Desinor Nirvah;Desinor;Nirvah;f;nirvah-desinor.39854;;;;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
66_AU;Désir Sophia;Désir;Sophia;f;sophia-desir.39601;;01/01/1969;1969;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q18627792;0000 0001 3933 038X;107388714;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Sophia_D%C3%A9sir;3665
67_AU;Desquiron Lilas;Desquiron;Lilas;f;;desquiron;01/01/1945;1945;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;romancier;universitaire;;Français;;;Q12893500;0000 0000 5434 0239;59122885;#N/A;https://en.wikipedia.org/wiki/Lilas_Desquiron;1665;#N/A;#N/A;https://ht.wikipedia.org/wiki/Lilas_Desquiron;804
68_AU;Desrivières Jean-Durosier;Desrivières;Jean-Durosier;m;jean-durosier-desrivieres.24258;desrivieres;;1972;;;;;;;Haïti;;haïtienne;poète;dramaturge;;Français;;;Q55217155;0000 0000 4405 6808;49514140;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
69_AU;Desroches Jenner;Desroches;Jenner;m;jenner-desroches.49447;;01/01/1939;1939;Cap-Haïtien;Haïti;;;;;Haïti;Canada;canado-haïtienne;universitaire;écrivain;;Français;;;Q12891968;0000 0000 7378 373X;29183556;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jenner_Desroches;805
70_AU;Desrosiers Joël;Desrosiers;Joël;m;joel-des-rosiers.15170;desrosiers;26/10/1951;1951;Les Cayes;Haïti;;;;;Haïti;Canada;canado-haïtienne;poète;écrivain;;Français;;;Q3187394;0000 0001 1035 5006;2622758;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Jo%C3%ABl_Des_Rosiers;14932;https://ht.wikipedia.org/wiki/Jo%C3%ABl_Des_Rosiers;2823
71_AU;Desvignes Luckner;Desvignes;Luckner;m;luckner-desvignes.6659;;;;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
72_AU;Dieurat Clervoyant;Dieurat;Clervoyant;m;clervoyant-dieurat.46356;;;1965;;;;;;;Haïti;France;franco-haïtienne;universitaire;écrivain;;Français;;;;0000 0000 9707 1307 ;143494271;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
73_AU;Dominique Jan J.;Dominique;Jan J.;f;jan-j-dominique.14090;dominique;25/01/1953;1953;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;journaliste;;Français;;;Q16946539;0000 0000 7362 5678;50649908;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Jan_J._Dominique;7197;https://ht.wikipedia.org/wiki/Jan_J._Dominique;791
74_AU;Dorsinville Max;Dorsinville;Max;m;max-dorsinville.32109;dorsinville_max;01/01/1943;1943;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q18412231;0000 0001 0939 2889;118880958;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Max_Dorsinville;1415
75_AU;Dorvil Richardson;Dorvil;Richardson;m;richardson-dorvil.45358;;;;;;;;;;Haïti;;haïtienne;photographe;écrivain;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
76_AU;Dovilas Anderson;Dovilas;Anderson;m;anderson-dovilas.22813;dovilas;;1985;;;;;;;Haïti;;haïtienne;dramaturge;poète;;Français;;;Q55217151;0000 0003 7660 732X;253344847;http://www.dovanderson.over-blog.com;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
77_AU;Duckens Charitable;Duckens;Charitable;m;duckens-charitable-duccha.22294;duccha;02/09/1982;1982;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q16946096;0000 0000 0509 2013;32325098;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Duccha;897
78_AU;Edouard Willems;Edouard;Willems;m;willems-edouard.49119;edouard;23/04/1965;1965;Pétion-Ville;Haïti;;;;;Haïti;France;franco-haïtienne;poète;avocat;;Français;;;Q55217158;0000 0000 3579 8260 ;270555161;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
79_AU;Elbadawi Soeuf;Elbadawi;Soeuf;m;;soeuf-elbadawi;29/05/1970;1970;Moroni;Comoros;;;;;Comoros;;comorienne;écrivain;acteur;réalisateur;Français;;;Q3488805;0000 0001 2098 2193;212561;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Soeuf_Elbadawi;12493;https://ht.wikipedia.org/wiki/Soeuf_Elbadawi;1029
80_AU;Estepha Jean James;Estepha;Jean James;m;jean-james-estepha.45855;;;;;;;;;;Haïti;;haïtienne;enseignant;journaliste;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
81_AU;Étienne Gérard;Étienne;Gérard;m;gerard-etienne.14094;etienne;;1936;;;;;;;Haïti;;haïtienne;journaliste;poète;universitaire;Français;;;Q289255;;;#N/A;https://en.wikipedia.org/wiki/%C3%89tienne_Maurice_G%C3%A9rard;11562;https://fr.wikipedia.org/wiki/%C3%89tienne_Maurice_G%C3%A9rard;36997;#N/A;#N/A
82_AU;Eugène Emmanuel;Eugène;Emmanuel;m;emmanuel-eugene.9072;ejen;02/07/1946;1946;Guantánamo;Cuba;;;;;Cuba;;cubaine;écrivain;;;Créole;;;Q16946145;0000 0000 8009 0552;102436018;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Emmanuel_Eug%C3%A8ne;2914;https://ht.wikipedia.org/wiki/Emmanuel_Eug%C3%A8ne;1111
83_AU;Exavier Marc;Exavier;Marc;m;marc-exavier.32110;exavier;01/01/1950;1950;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q18341492;0000 0000 3499 3849;14946444;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Marc_Exavier;804
84_AU;Fanini-Lemoin Hervé;Fanini-Lemoin;Hervé;m;herve-fanini-lemoin.39597;;;;;;;;;;Haïti;;haïtienne;éditeur;auteur;;Français;;;;;;http://kiskeyapublishingsco.com/index.html;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
85_WIKI;Farah-Martine Lhérisson;Farah-Martine;Lhérisson;f;;lherisson_farah-martine;30/11/1970;1970;Port-au-Prince;Haïti;15/06/2020;2020;;;Haïti;;haïtienne;écrivain;;;Français;;;Q16946185;0000 0000 3475 8339;7561501;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Farah-Martine_Lh%C3%A9risson;1897
86_AU;Felin Guetty;Felin;Guetty;f;guetty-felin.17710;;;;Port-au-Prince;Haïti;;;;;Haïti;États-Unis;américano-haïtienne;réalisateur;producteur;scénariste;Français;;;;;173890375;http://bellemoonproductions.com/;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
87_AU;Fenelon Fortestson;Fenelon;Fortestson;m;fortestson-fenelon-lokandya.22420;;02/02/1982;1982;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;poète;journaliste;Français;;;;;101027892;http://paroleenarchipel.over-blog.com;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
88_AU;Fièvre Jessica;Fièvre;Jessica;f;jessica-fievre.14101;fievre;29/04/1981;1981;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;romancier;;Français;;;Q12891979;0000 0003 7487 0220;223773416;#N/A;https://en.wikipedia.org/wiki/Jessica_Fi%C3%A8vre;3194;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jessica_Fi%C3%A8vre;1071
89_AU;Fignolé Jean-Claude;Fignolé;Jean-Claude;m;jean-claude-fignole.4218;fignole;24/05/1941;1941;Jérémie;Haïti;11/07/2017;2017;Port-au-Prince;Haïti;Haïti;;haïtienne;écrivain;politicien;;Français;;;Q3164963;0000 0000 8132 4410;54164605;#N/A;https://en.wikipedia.org/wiki/Jean-Claude_Fignol%C3%A9;1208;https://fr.wikipedia.org/wiki/Jean-Claude_Fignol%C3%A9;4301;https://ht.wikipedia.org/wiki/Jean-Claude_Fignol%C3%A9;2785
90_AU;Fleurant Elie;Fleurant;Elie;m;elie-fleurant.49633;;;;Cap-Haïtien;Haïti;;;;;Haïti;États-Unis;américano-haïtienne;poète;écrivain;;Français;;;;0000 0000 3887 6711;56161776;http://www.elifleurant.com;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
91_AU;Florival Jean;Florival;Jean;m;jean-florival.14368;;01/01/1930;1930;;;;;;;Haïti;;haïtienne;journaliste;;;Français;;;Q16946574;0000 0003 8247 1035;265511168;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jean_Florival;789
92_AU;Florvil Haveson;Florvil;Haveson;m;haveson-florvil.29254;;31/05/1989;1989;Ouanaminthe;Haïti;;;;;Haïti;;haïtienne;entrepreneur;formateur;;Français;;;Q96952677;;;http://www.florvilhaveson.fr.gd;#N/A;#N/A;https://fr.wikipedia.org/wiki/Haveson_Florvil;10251;#N/A;#N/A
93_AU;Fouad André;Fouad;André;m;andre-fouad.39579;;;1972;;;;;;;Haïti;;haïtienne;poète;;;Créole;Français;;;;88476157;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
94_AU;Foucard Guignard Mercedes;Foucard Guignard;Mercedes;f;;deita;21/09/1935;1935;Port-de-Paix;Haïti;29/12/2012;2012;Pétion-Ville;Haïti;Haïti;;haïtienne;écrivain;;;Français;;;Q12889446;0000 0000 3357 4423;45914128;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/D%C3%A9ita;3185
95_AU;François Yanick;François;Yanick;f;yanick-francois.39630;;;;Port-au-prince;Haïti;;;;;Haïti;Canada;canado-haïtienne;écrivain;poète;médecin;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
