Source;Target;Target2Type;
Rene_Depestre;http://www.seattleu.edu/souffles/S09DRAF_/38h_9.HTM;www.seattleu.edu;ile_en_ile
Rene_Depestre;http://www.republique-des-lettres.com/c1/cesaire.php;www.republique-des-lettres.com;ile_en_ile
Rene_Depestre;http://www.atelier-n89.com/html/depestre.htm;www.atelier-n89.com;ile_en_ile
Rene_Depestre;http://conflits.revues.org/18265;conflits.revues.org;ile_en_ile
Rene_Depestre;http://blogs.mediapart.fr/edition/haiti-apres-le-seisme/article/021111/tremblement-de-terre-tremblement-de-l-histoire-en-;blogs.mediapart.fr;ile_en_ile
Rene_Depestre;http://www.lire.fr/critique.asp?idC=34775&idTC=3&idR=218&idG=3;www.lire.fr;ile_en_ile
Rene_Philoctete;http://ile-en-ile.org/anthony-phelps-haiti-litteraire/;ile-en-ile.org;ile_en_ile
Rene_Philoctete;http://ile-en-ile.org/rene-philoctete-psom-psaume/;ile-en-ile.org;ile_en_ile
Rene_Philoctete;http://ile-en-ile.org/pour-marie-chauvet-que-meure-la-chanson-de-la-mort/;ile-en-ile.org;ile_en_ile
Rene_Philoctete;http://ile-en-ile.org/rene-philoctete-textes-lus/;ile-en-ile.org;ile_en_ile
Rene_Philoctete;http://web.archive.org/web/20030417185538/http://elvir.univ-poitiers.fr/telecharger.php3?id_article=614;web.archive.org;ile_en_ile
Rene_Philoctete;https://careofpublishing.com/fr/publication/le-peuple-des-terres-melees;careofpublishing.com;ile_en_ile
Robert_Berrouet_Oriol;http://ile-en-ile.org/robert-berrouet-oriol-aux-tribus-trepassees/;ile-en-ile.org;ile_en_ile
Robert_Berrouet_Oriol;http://ile-en-ile.org/les-je-de-la-memoire-par-robert-berrouet-oriol/;ile-en-ile.org;ile_en_ile
Robert_Berrouet_Oriol;http://www.berrouet-oriol.com;www.berrouet-oriol.com;ile_en_ile
Robert_Berrouet_Oriol;http://www.potomitan.info/ayiti/berrouet-oriol/;www.potomitan.info;ile_en_ile
Robert_Berrouet_Oriol;http://www.potomitan.info/ayiti/berrouet-oriol/amenagement.php;www.potomitan.info;ile_en_ile
Robert_Berrouet_Oriol;http://www.potomitan.info/ayiti/berrouet-oriol/langues_haitiennes.php;www.potomitan.info;ile_en_ile
Robert_Berrouet_Oriol;http://www.potomitan.info/ayiti/berrouet-oriol/urgence.php;www.potomitan.info;ile_en_ile
Robert_Berrouet_Oriol;http://www.potomitan.info/ayiti/berrouet-oriol/manigat.php;www.potomitan.info;ile_en_ile
Robert_Berrouet_Oriol;http://www.potomitan.info/ayiti/berrouet-oriol/regard.php;www.potomitan.info;ile_en_ile
Robert_Berrouet_Oriol;http://www.potomitan.info/ayiti/berrouet-oriol/dejean.php;www.potomitan.info;ile_en_ile
Robert_Berrouet_Oriol;http://www.potomitan.info/ayiti/berrouet-oriol/ecole.php;www.potomitan.info;ile_en_ile
Robert_Berrouet_Oriol;http://www.potomitan.info/ayiti/non5.php;www.potomitan.info;ile_en_ile
Robert_Berrouet_Oriol;http://www.potomitan.info/conde/vie3.php;www.potomitan.info;ile_en_ile
Robert_Berrouet_Oriol;http://www.potomitan.info/ayiti/berrouet-oriol/ghetto.php;www.potomitan.info;ile_en_ile
Robert_Berrouet_Oriol;http://www.triptyque.qc.ca/auteurs/aut44.html;www.triptyque.qc.ca;ile_en_ile
Robert_Berrouet_Oriol;http://www.lenouvelliste.com/;www.lenouvelliste.com;ile_en_ile
Robert_Berrouet_Oriol;http://www.lenouvelliste.com/article.php?PubID=1&ArticleID=92017;www.lenouvelliste.com;ile_en_ile
Robert_Berrouet_Oriol;http://www.lenouvelliste.com/article.php?PubID=1&ArticleID=92166;www.lenouvelliste.com;ile_en_ile
Robert_Berrouet_Oriol;http://www.lenouvelliste.com/article.php?PubID=1&ArticleID=93939&PubDate=2011-08-30;www.lenouvelliste.com;ile_en_ile
Robert_Berrouet_Oriol;http://www.lenouvelliste.com/article.php?PubID=1&ArticleID=100111;www.lenouvelliste.com;ile_en_ile
Robert_Berrouet_Oriol;https://pi.library.yorku.ca/ojs/index.php/litte/article/viewPDFInterstitial/26408/24404;pi.library.yorku.ca;ile_en_ile
Robert_Berrouet_Oriol;https://pi.library.yorku.ca/ojs/index.php/litte/article/viewPDFInterstitial/26408/24404;pi.library.yorku.ca;ile_en_ile
Robert_Berrouet_Oriol;http://id.erudit.org/iderudit/15093ac;id.erudit.org;ile_en_ile
Robert_Berrouet_Oriol;http://web.archive.org/web/20050323192840/http://elvir.univ-poitiers.fr/telecharger.php3?id_article=565;web.archive.org;ile_en_ile
Robert_Berrouet_Oriol;http://www.culturessud.com/contenu.php?id=350;www.culturessud.com;ile_en_ile
Robert_Berrouet_Oriol;http://www.culturessud.com/contenu.php?id=350;www.culturessud.com;ile_en_ile
Robert_Berrouet_Oriol;http://www.alterpresse.org/spip.php?article11343;www.alterpresse.org;ile_en_ile
Robert_Berrouet_Oriol;http://www.viceversamag.com/;www.viceversamag.com;ile_en_ile
Rodney_Saint_Eloi;http://www.memoiredencrier.com/;www.memoiredencrier.com;ile_en_ile
Rodney_Saint_Eloi;http://ile-en-ile.org/boutures/;ile-en-ile.org;ile_en_ile
Rodney_Saint_Eloi;http://ile-en-ile.org/saint-eloi-francophonie/;ile-en-ile.org;ile_en_ile
Rodney_Saint_Eloi;http://ile-en-ile.org/rodney-saint-eloi-bonjour-cayenne/;ile-en-ile.org;ile_en_ile
Rodney_Saint_Eloi;http://ile-en-ile.org/rodney-saint-eloi-blues-au-tombeau-de-dennery-menelas/;ile-en-ile.org;ile_en_ile
Rodney_Saint_Eloi;http://ile-en-ile.org/rodney-saint-eloi-blues-au-tombeau-de-dennery-menelas/;ile-en-ile.org;ile_en_ile
Rodney_Saint_Eloi;http://ile-en-ile.org/rodney-saint-eloi-faire-lire-aujourdhui-en-haiti/;ile-en-ile.org;ile_en_ile
Rodney_Saint_Eloi;http://ile-en-ile.org/rodney-saint-eloi-haiti-theatre-de-recuperation/;ile-en-ile.org;ile_en_ile
Rodney_Saint_Eloi;http://ile-en-ile.org/rodney-saint-eloi-quels-livres-pour-quels-lecteurs/;ile-en-ile.org;ile_en_ile
Rodney_Saint_Eloi;http://ile-en-ile.org/rodney-saint-eloi-lecture-de-poesie/;ile-en-ile.org;ile_en_ile
Rodney_Saint_Eloi;http://ile-en-ile.org/rodney-saint-eloi-5-questions-pour-ile-en-ile/;ile-en-ile.org;ile_en_ile
Rodney_Saint_Eloi;https://youtu.be/40fx3Smb1lQ?t=5m35s;youtu.be;ile_en_ile
Rodney_Saint_Eloi;http://youtu.be/3Kh5-luFuBc;youtu.be;ile_en_ile
Rodney_Saint_Eloi;http://www.voixdecrivains.net/ha_steloi.html;www.voixdecrivains.net;ile_en_ile
Rodney_Saint_Eloi;http://www.rfi.fr/fichiers/MFI/CultureSociete/1455.asp;www.rfi.fr;ile_en_ile
Rodney_Saint_Eloi;http://radiospirale.org/capsule/rencontre-avec-rodney-saint-eloi;radiospirale.org;ile_en_ile
Rodney_Saint_Eloi;http://www.lenouvelliste.com/;www.lenouvelliste.com;ile_en_ile
Roger_Dorsinville;http://ile-en-ile.org/roger-dorsinville-emerging-from-the-shadow-of-the-father-memoirs-of-haiti/;ile-en-ile.org;ile_en_ile
Roger_Dorsinville;http://ile-en-ile.org/roger-dorsinville-preface/;ile-en-ile.org;ile_en_ile
Roger_Dorsinville;http://ile-en-ile.org/roger-dorsinville-les-veves-du-createur/;ile-en-ile.org;ile_en_ile
Roger_Dorsinville;http://mellenpress.com/;mellenpress.com;ile_en_ile
Roger_Dorsinville;http://www.arts.ualberta.ca/%7Echinook/dorsinville/;www.arts.ualberta.ca;ile_en_ile
Roland_Morisseau;http://ile-en-ile.org/anthony-phelps-haiti-litteraire/;ile-en-ile.org;ile_en_ile
Roland_Morisseau;http://ile-en-ile.org/pour-marie-chauvet-que-meure-la-chanson-de-la-mort/;ile-en-ile.org;ile_en_ile
Roland_Morisseau;http://web.archive.org/web/20061117104310/http://elvir.univ-poitiers.fr/telecharger.php3?id_article=606;web.archive.org;ile_en_ile
Roland_Paret;http://ile-en-ile.org/paret-5-questions/;ile-en-ile.org;ile_en_ile
Roland_Paret;http://ile-en-ile.org/roland-paret-edmond-la-panique/;ile-en-ile.org;ile_en_ile
Roland_Paret;http://ile-en-ile.org/roland-paret-monsieur-antonius/;ile-en-ile.org;ile_en_ile
Roland_Paret;http://ile-en-ile.org/roland-paret-nicolas/;ile-en-ile.org;ile_en_ile
Roland_Paret;http://ile-en-ile.org/roland-paret-les-yeux-de-meduse/;ile-en-ile.org;ile_en_ile
Roland_Paret;http://www.monde-diplomatique.fr/2002/10/WARGNY/16951;www.monde-diplomatique.fr;ile_en_ile
Roussan_Camille;http://ile-en-ile.org/roussan-camille-front-haut/;ile-en-ile.org;ile_en_ile
Roussan_Camille;http://pikliz.fotki.com/art__culture_of_haiti/music__art/roussan_camille/;pikliz.fotki.com;ile_en_ile
Saint_John_Kauss;http://www.potomitan.info/kauss/;www.potomitan.info;ile_en_ile
Saint_John_Kauss;http://www.lenouvelliste.com/;www.lenouvelliste.com;ile_en_ile
Saint_John_Kauss;http://www.fortliberte.tribalpages.com/;www.fortliberte.tribalpages.com;ile_en_ile
Serge_Legagneur;http://ile-en-ile.org/wp-content/uploads/2015/09/icon_audio-e1443200602532.png;ile-en-ile.org;ile_en_ile
Serge_Legagneur;http://ile-en-ile.org/anthony-phelps-haiti-litteraire/;ile-en-ile.org;ile_en_ile
Serge_Legagneur;http://ile-en-ile.org/pour-marie-chauvet-que-meure-la-chanson-de-la-mort/;ile-en-ile.org;ile_en_ile
Serge_Legagneur;http://test.lenoroit.com/wordpress/legagneur-serge/;test.lenoroit.com;ile_en_ile
Serge_Legagneur;http://www.litterature.org/recherche/ecrivains/legagneur-serge-298/;www.litterature.org;ile_en_ile
Serge_Legagneur;https://www.potomitan.info/kauss/legagneur.php;www.potomitan.info;ile_en_ile
Serge_Legagneur;http://web.archive.org/web/20030606082110/http://elvir.univ-poitiers.fr/article.php3?id_article=603;web.archive.org;ile_en_ile
Serge_Legagneur;http://www.ledevoir.com/culture/livres/503055/serge-legagneur-1937-2017-grand-deuil-sur-la-poesie-haitienne-et-quebecoise;www.ledevoir.com;ile_en_ile
Serge_Legagneur;http://lenouvelliste.com/article/173439/special-vendredi-litteraire-en-lhonneur-de-serge-legagneur;lenouvelliste.com;ile_en_ile
Serge_Legagneur;http://lenouvelliste.com/article/173571/reparer-les-morts;lenouvelliste.com;ile_en_ile
Soeuf_Elbadawi;http://www.washko-ink.net;www.washko-ink.net;spla
Stanley_Pean;http://www.stanleypean.com/;www.stanleypean.com;ile_en_ile
Stanley_Pean;http://ile-en-ile.org/monique-agenor-be-maho/;ile-en-ile.org;ile_en_ile
Stanley_Pean;http://ile-en-ile.org/monique-agenor-be-maho/;ile-en-ile.org;ile_en_ile
Stanley_Pean;http://revue.leslibraires.ca;revue.leslibraires.ca;ile_en_ile
Stanley_Pean;http://www.planeterebelle.qc.ca/auteurs/pean/spean2.html;www.planeterebelle.qc.ca;ile_en_ile
Stanley_Pean;http://www.litterature.org/recherche/ecrivains/pean-stanley-365/;www.litterature.org;ile_en_ile
Stanley_Pean;http://www.ulaval.ca/scom/contact/automne00/art_12.html;www.ulaval.ca;ile_en_ile
Stanley_Pean;http://www.uneq.qc.ca/;www.uneq.qc.ca;ile_en_ile
Stanley_Pean;http://www.noosfere.com/icarus/Livres/niourf.asp?numlivre=-327625;www.noosfere.com;ile_en_ile
Stanley_Pean;http://www.lenouvelliste.com/;www.lenouvelliste.com;ile_en_ile
Stanley_Pean;http://www.lenouvelliste.com/article.php?PubID=1&ArticleID=44339;www.lenouvelliste.com;ile_en_ile
Stanley_Pean;http://lenouvelliste.com/lenouvelliste/article/50351/Le-Quebec-celebre-les-vingt-ans-decriture-de-Stanley-Pean;lenouvelliste.com;ile_en_ile
Stanley_Pean;http://lenouvelliste.com/lenouvelliste/article/138325/Le-jazz-et-Haiti-vus-par-Stanley-Pean;lenouvelliste.com;ile_en_ile
Stephane_Martelly;http://ile-en-ile.org/stephane-martelly-la-boite-noire-departs/;ile-en-ile.org;ile_en_ile
Stephane_Martelly;http://ile-en-ile.org/magloire-saint-aude/;ile-en-ile.org;ile_en_ile
Stephane_Martelly;http://ile-en-ile.org/stephane-martelly-silence/;ile-en-ile.org;ile_en_ile
Stephane_Martelly;http://ile-en-ile.org/marie-therese-colimon-hall-temoignage-stephane-martelly/;ile-en-ile.org;ile_en_ile
Stephane_Martelly;http://www.lifestoriesmontreal.ca/fr;www.lifestoriesmontreal.ca;ile_en_ile
Stephane_Martelly;http://pages.videotron.com/lithaiti/;pages.videotron.com;ile_en_ile
Stephane_Martelly;http://www.erudit.org/revue/etudfr/2005/v41/n2/011378ar.html;www.erudit.org;ile_en_ile
Stephane_Martelly;http://www.lenouvelliste.com/article.php?PubID=1&ArticleID=57436;www.lenouvelliste.com;ile_en_ile
Stephane_Martelly;http://www.ouvrez.fr/spip.php?rubrique3;www.ouvrez.fr;ile_en_ile
Stephane_Martelly;http://www.publie.net/fr/ebook/9782814503557/folie-passée-à-la-chaux-vive;www.publie.net;ile_en_ile
Stephane_Martelly;http://www.papier-de-soie.com/La-maman-qui-s-absentait.html;www.papier-de-soie.com;ile_en_ile
Stephane_Martelly;http://brigetoun.blogspot.com/2010_08_30_archive.html;brigetoun.blogspot.com;ile_en_ile
Stephane_Martelly;http://www.encres-vagabondes.com/magazine/martelly.htm;www.encres-vagabondes.com;ile_en_ile
Stephane_Martelly;http://blog.epagine.fr/index.php/2011/01/je-noublie-pas-haiti-lire-laferriere-martelly-lahens-et-dautres-encore/;blog.epagine.fr;ile_en_ile
Stephane_Martelly;http://jeunesseapages.wordpress.com/2011/05/25/la-maman-qui-sabsentait-de-stephane-martelly-et-albin-christen/;jeunesseapages.wordpress.com;ile_en_ile
Stephane_Martelly;http://www.gensdelacaraibe.org/index.php?option=com_content&view=article&id=4545:marthely&catid=209;www.gensdelacaraibe.org;ile_en_ile
Stephane_Martelly;http://www.africamerica.org/Pieds-poudres-pye-poudre-Stephane-Martelly-repond-a-Barbara-Prezeau_a188.html;www.africamerica.org;ile_en_ile
Stephane_Martelly;http://papalagi.blog.lemonde.fr/2011/05/28/recommande-la-maman-qui-sabsentait/;papalagi.blog.lemonde.fr;ile_en_ile
Stephane_Martelly;http://www.youtube.com/watch?v=zFoCT3nfYVg;www.youtube.com;ile_en_ile
Stephane_Martelly;http://www.publie.net/fr/ebook/9782814503557/folie-passée-à-la-chaux-vive;www.publie.net;ile_en_ile
Suzanne_Comhaire_Sylvain;http://ile-en-ile.org/jean-comhaire-hommage-a-ma-femme/;ile-en-ile.org;ile_en_ile
Suzanne_Comhaire_Sylvain;http://ile-en-ile.org/suzanne-comhaire-sylvain-lettres/;ile-en-ile.org;ile_en_ile
Suzanne_Comhaire_Sylvain;http://www.jasminenarcisse.com/memoire/04_victoire/04_suzanne.html;www.jasminenarcisse.com;ile_en_ile
Suzanne_Comhaire_Sylvain;http://www.ceeba.at/soc/soc_femmes_de_Lome.htm;www.ceeba.at;ile_en_ile
Syto_Cave;http://ile-en-ile.org/syto-cave-chien-familier/;ile-en-ile.org;ile_en_ile
Syto_Cave;http://ile-en-ile.org/syto-cave-madame-leon-et-tel-quau-miroir/;ile-en-ile.org;ile_en_ile
Syto_Cave;https://youtu.be/LSrY6JvOVe0;youtu.be;ile_en_ile
Syto_Cave;https://www.fokal.org/index.php/archives/374-theatre-representation-de-kavalye-polka-a-fokal;www.fokal.org;ile_en_ile
Syto_Cave;http://www.madinin-art.net/syto-cave-notre-ami-est-en-martinique/;www.madinin-art.net;ile_en_ile
Syto_Cave;http://www.madinin-art.net/voisins-complices-une-performance-originale-en-gestation-permanente/;www.madinin-art.net;ile_en_ile
Syto_Cave;http://www.lenouvelliste.com/;www.lenouvelliste.com;ile_en_ile
Verly_Dabel;http://ile-en-ile.org/verly-dabel-le-cure-dans-ses-petits-souliers/;ile-en-ile.org;ile_en_ile
Verly_Dabel;http://memoiredencrier.com/verly-dabel/;memoiredencrier.com;ile_en_ile
Webert_Charles;http://lelivre.mondoblog.org;lelivre.mondoblog.org;spla
Willems_Edouard;http://ile-en-ile.org/willems-edouard-plaies-interimaires/;ile-en-ile.org;ile_en_ile
Willems_Edouard;http://medialternatif.org/spip.php?article98;medialternatif.org;ile_en_ile
Willems_Edouard;http://medialternatif.org/spip.php?article98;medialternatif.org;ile_en_ile
Willems_Edouard;http://www.lenational.org/?s=willems;www.lenational.org;ile_en_ile
Willems_Edouard;http://csmsmagazine.org/?p=1846;csmsmagazine.org;ile_en_ile
Willems_Edouard;http://lenouvelliste.com/lenouvelliste/article/143514/Willems-Edouard-un-coup-de-tonnerre;lenouvelliste.com;ile_en_ile
Willems_Edouard;http://www.alterpresse.org/spip.php?article4587;www.alterpresse.org;ile_en_ile
Willems_Edouard;http://lenouvelliste.com/lenouvelliste/article/29419/Le-clavecin-bien-tempere-de-Willems-Edouard;lenouvelliste.com;ile_en_ile
Willems_Edouard;http://www.alterpresse.org/spip.php?article1625;www.alterpresse.org;ile_en_ile
Willems_Edouard;http://lenouvelliste.com/lenouvelliste/article/160801/Disparition-tragique-de-Willems-Edouard;lenouvelliste.com;ile_en_ile
Willems_Edouard;http://www.alterpresse.org/spip.php?article20368#.V4AXGY6__qo;www.alterpresse.org;ile_en_ile
Willems_Edouard;http://lenouvelliste.com/lenouvelliste/article/160803/Repose-en-paix-Willems;lenouvelliste.com;ile_en_ile
Willems_Edouard;https://rezonodwes.com/willems-edouard-ex-dg-des-presses-nationales-assassine-a-petion-ville/;rezonodwes.com;ile_en_ile
Willems_Edouard;http://memoiredencrier.com/willems-edouard-mon-ami-poete-assassine/;memoiredencrier.com;ile_en_ile
Willems_Edouard;http://www.lenational.org/willems-edouard-lacte-de-mort-ineffable/;www.lenational.org;ile_en_ile
Willems_Edouard;http://www.lenational.org/poete-bord-de-labime/;www.lenational.org;ile_en_ile
Willems_Edouard;http://www.lenational.org/soiree-dhommage-a-willems-edouard/;www.lenational.org;ile_en_ile
Willems_Edouard;http://lenouvelliste.com/lenouvelliste/article/161075/Tout-un-Vendredi-litteraire-a-Willems-Edouard;lenouvelliste.com;ile_en_ile
Yanick_Jean;http://ile-en-ile.org/yanick-jean-la-fidelite-non-plus/;ile-en-ile.org;ile_en_ile
Yanick_Jean;http://ile-en-ile.org/saint-eloi-francophonie/;ile-en-ile.org;ile_en_ile
Yanick_Lahens;http://ile-en-ile.org/yanick-lahens-la-folie-etait-venue-avec-la-pluie/;ile-en-ile.org;ile_en_ile
Yanick_Lahens;http://ile-en-ile.org/yanick-lahens-ou-va-la-nouvelle/;ile-en-ile.org;ile_en_ile
Yanick_Lahens;http://ile-en-ile.org/yanick-lahens-5-questions-pour-ile-en-ile/;ile-en-ile.org;ile_en_ile
Yanick_Lahens;http://www.swediteur.com/auteur.php?id=49;www.swediteur.com;ile_en_ile
Yanick_Lahens;http://www.medi1.com/player/player.php?i=212780;www.medi1.com;ile_en_ile
Yanick_Lahens;http://www.theatre-video.net/video/Entretien-avec-Yanick-Lahens-pour-La-Couleur-de-l-aube-30e-Francophonies-en-Limousin;www.theatre-video.net;ile_en_ile
Yanick_Lahens;https://youtu.be/_QeouRiWlPo;youtu.be;ile_en_ile
Yanick_Lahens;https://www.college-de-france.fr/site/yanick-lahens/inaugural-lecture-2019-03-21-18h00.htm;www.college-de-france.fr;ile_en_ile
Yanick_Lahens;http://www.africultures.com/index.asp?menu=revue_affiche_article&no=8191;www.africultures.com;ile_en_ile
Yanick_Lahens;http://radiospirale.org/capsule/causerie-avec-lauteure-haitienne-yanick-lahens;radiospirale.org;ile_en_ile
Yanick_Lahens;http://www.lematinhaiti.com/PageArticle.asp?ArticleID=424;www.lematinhaiti.com;ile_en_ile
